,Header,Review,Rating,Date
4073,A once in a lifetime trip,took my year old daughter in march it truly is the happiest place on earth we saved by bringing our own drinks and snacks loved all the princesses ,4,2014-09-15
4074,Tips for having fun at Disneyland with young children while on a budget,love disneyland have always been more than pleased this trip we were traveling with handicap persons one with a fused leg capable of walking but with some difficulty gets tired and to proud for a wheelchair one with pacemaker and developmentally disabled have cards for proof a new policy has been put in to affect you go get a card from city hall have to tell them what ride you want to ride one at a time after you ride it you have to walk back to a designated area to have you card signed again go back to the ride that was right next to the one you just road wait of course to be expected no problem then walk all the way back to have your card signed for the next ride and back you go all day and night long needless to say this is very difficult for a truly handicap person i ve never felt so discriminated and disappointed like this before mind you we were quietly suggested to rent a wheelchair to avoid this and were told by staff they didn t even agree with there new policy i am a season pass holder am not handicapped and had a blast but my guest from out of state were really put in a not so pleasant situation i understand the misuse of the handicap line by some but for a truly handicap person i hope they change there new policy it s just aweful and quite disrespectful ,4,2014-09-15
4075,disappointment of a year,we came all the way from europe to disneyland cause my year old sons wante to see mickey mouse so so much and me myself have read several disney books where they explain their usiness concept customer service etc we saw mickey that was good son was happy but to be be honest the whole park seems to be out of date we really excpected so much more and most of all customer service s totally avarage i even heard one of the employee talking bad language good that my son doesnt undestand english day before we went to universal studios and folks in disney tehy are really year ahead of you in everypossible way ,2,2014-09-12
4076,Favourite,we loved this park omg disney really know how to do this one impressive point is how interactive the characters are if you have littlies who want to meet and get autographs with all of the characters and there are lots then at disneyland and the california parks they are fantastic so interactive and attentive and although there is a sense that lots of people want a turn they really interact with each child person or group like they really want to chat i know at the parks at gold coast in australia you get a quick snap with not much said and you are moved on really quickly not in disney i was really impressed and the kids especially my yr old daughter she was in awe and as such is a much bigger fan of a lot more of the characters now my daughter did the bibibidi bobbidi boutique princess makeover we did not need to prebook prior walked in booked to go back about an hour later for about she was primped and preened into the princess of her choice incl in the price was the dress wand and crown and a few photos in a carriage etc and she also got to meet a few character princesses eg ariel cinderella snow white considering the dresses were on their own i thought it worked out ok value my yr old son loved the tomorrow land with super heroes such as ironman captain america but also star wars everything is just done so well clearly no expense spared to cover every detail personally i liked the pirates of the caribbean the best amazing spectacle but peter pan although clearly an older ride just so well done but that is just a few so much more to do and see,5,2014-09-12
4077,Happiest Place On Earth!,disneyland is an american institution how can you not visit if you re in southern california all kidding aside disneyland is a must do it s the original park and really just beautiful everything is immaculate the employees are super friendly and helpful almost too friendly and the rides are awesome yes it s expensive but you can spend the entire day there and they still have the old fastpass system which doesn t cost anything despite what you might read hear so you can ride the big ones without much of a wait it s a great place to make memories with your family adults grandparents kids whatever be sure to ride big thunder mountain indiana jones peter pan and haunted mansion do a little shopping on main street eat a mickey premium ice cream sandwich and watch the fireworks head across the street to california adventure if you can but if you can only visit one disneyland is the one to do yes disneyland is smaller than walt disney world but packs in many rides and has a charm all its own you hardly realize you re in the middle of anaheim we don t get to visit here often as we live on the east coast but always have a fun time when we do if you have never been do some research prior to going disney tourist blog touring plans and you won t be disappointed tip the first week of september after labor day is great it was practically empty and we walked on most rides weekdays are the best ,5,2014-09-10
4078,Disappointed,to me and this is only my opinion disneyland is a little overrated it was a very hot day yet there was limited shade where there was shade there were vendors or stores selling stuff we didn t have any kids with us so that may have made a difference but for for a one day pass not worth it ,2,2014-09-09
4079,wow its killer expensive,disney will figure out a way to charge you for breathing disney air they are a corporate juggernaut its basically to walk in all that aside we had fun the park is immaculate as always nothing needs a coat of paint or to be dusted they are on it i will say for what its worth i thought the security was lacking large groups a rowdy teens young adults gang tattoos large groups bad language pushing that was just the women almost go into a fight with intoxicated asian teen after he and his group ran me and my wife over as they sprinted about the area this went on for mins or so plenty of time for disney pd to respond i was disappointed to say the least the times they are a changing and not for the better ,4,2014-09-08
4080,Water anyone?,recently spent three days visiting disneyland and california adventure with my daughter and some friends it s been about six years since our last visit and a few things have changed besides new rides and attractions there were definitely a wider range of healthier menu items more whole fruit and vegetables but still tons of junk food too but most disappointing was the lack of fresh water refill stations as in there was not a single one we were told that we could go up to the restaurant counters and ask for a cup of water and that we could get them free except when they are served in plastic cups they re not really free everyone in our group had their own reusable water bottles so we took those plastic cups and poured the water into our bottles and in less than a minute we had contributed to the plastic waste mountain of garbage disneyland generates every day why doesn t disney go green sell resusable water bottles make the personalized like your hats and then have water refilling stations throughout the park the water doesn t have to be free make them vending machines so your food beverage profits don t really have to suffer and hey the technology is already out there ,3,2014-09-07
4081,As Great As Ever,i just spent three days at disneyland california adventure with a and year old and we all had a great time the parks are as clean as ever and the offerings for children have increased the royal theater is a great place for kids to see a different take on their favorite fairy tales over in california adventure the crush talk and the disney junior live on stage are wonderful entertainment for the kids disney continues to do an excellent job of capitalizing on its popular movies to turn them into enjoyable rides and attractions there is enough to do here to never get bored over three or more days of visits also the food has continually gotten better over the years right now one of my favorites is rancho del zocalo restaurante in frontierland they have a really good roast chicken with mole sauce and of course for fine dining nothing is better than napa rose in the grand californian hotel ,5,2014-09-06
4082,Fastpass system is rubbish,the fastpass system doesn t work you can only book ride every hours and when you get your ticket at each ride you have to come back in an hour to get to the front of the queue ,2,2014-09-05
4083,Get there early,of course disneyland is a great park get there early as the doors were opened before the time listed maybe because of summer i am not sure we got there minutes before time and already opened lines are long in the summer just have patience and fast passes are great some of the time stay in the area of fast passes and do the rides and sights in an orderly manner not hopping from one side to the other save your feet some stresses the disney wait time app is a great app for times in line send one person with all the tickets to get a fast pass while the others either shop or do a ride for the kids while waiting lines are fun if you have bubbles everyone loved the kids bubble machine and kept crying ones happy be sure if in the summer heat to have the water to drink for long lines and snacks also they sell a squirt bottle with a fan the best thing disney has to sell we had fun with two of them squirting each other until wet even if it hit someone in the line they said thank you we don t mind the water a must have for the hot california sun holds a lot of water so can be heavy we just got half a bottle of water each time to fill it up the batteries lasted all days of the trip and we used it a lot food is very expensive but large enough for most of the time eating at california adventure was great at the pier with many places to let each have meals that they like wonderful trip as always ,5,2014-09-03
4084,A MUST FOR FAMILIES,disneyland is amazing i have been here since i was about years old and i ve loved it since i m now with two two kids and a lot has happened since whenever we re in the city we always stop by and spend the day there overall loved everything there the atmosphere rides parades attractions etc we ll come back soon ,5,2014-09-02
4085,I Love Disneyland,i love everything about disneyland the rides parades dining and atmosphere the characters need to be out and about more so there are no long lines to meet them ,5,2014-09-02
4086,3 Glorious Days at Disney and California Theme Parks,my kids are older now so when we went to disneyland this time it was a completely different adventure than when they were small first it was a whole lot of family bonding time and my husband and i went on all the rides yes all of them we chose to go the last week of august because most of the kids in the us are already back to school our planned worked and the line ups were minimal and we were able to get on all of the rides and most of them more than once disney is still a magical place for any age i was surprised by the change in the level of customer service disney is known for their world class service from all members of their teams the entertainers were the same as always effort and friendliness however it was notable that some of the service personnel did not seem as enthusiastic we did not have a bad experience with anyone in particular but having worked in the tourism industry i was disappointed that some of the staff behaved like they were working at eleven rather than the happiest place on earth we had different experiences where an employee was making sarcastic remarks about the quality of the venue to the audience it really took some of the shine off in the long run this could really impact disney s business on the bright side the california soarin cars racers and the water rides really impressed our whole family and were soon our favorites ,4,2014-08-29
4087,Overwhelmed,i remembered bits and pieces of disneyland from when i visited with parents at the age of and now thirty years later all of the great rides were still awesome and the care and creativity taken in putting together the whole park are still amazing ,3,2014-08-27
4088,Still awesome,sixth trip for us first time back in years and dl did not disappoint we expected crowds being summer but it really was not that bad we were there aug we picked up our tickets on the evening of the th so that we would not have to bother lining up the morning of the th it was great to see that some of the rides have been updated including star tours the haunted mansion and big thunder mountain our rule of thumb is not to stand in line more than minutes if the lines are longer than that we come back later or fastpass the only time this did not work was at splash mountain we were in the single rider line which is at the exit of the line and one of the cast members in the loading area of the ride was not using the single rider line properly and it ended up being a minute wait however someone came along and fixed the process and that finally sped things up this was our first time in carsland the first time we went on the radiator springs racers we used the fast pass however we found out about the single rider line if there are only a few in your party and everyone is old enough this is a great option dh and i went single rider twice and both times ended up in the same car one in front the other in back the wait was only about minutes both times actually less than our wait in the fast pass line since we have been here more than once we did not worry if we did not go on every ride however i think we went on every ride that we wanted to at least once so even in the summer i think you should be able to get on every ride if you are there for days we always head out of the park after lunch and then come back after supper when it has cooled down and some of the younger families are leaving the afternoon is also a great time to do souvenir shopping buy what you want and take it back to the hotel room when you go for your break so you don t have to carry shopping bags around with you the one drawback with a summer visit to dl is there does seem to be more breakdowns in the rides especially the rougher bouncier ones likely due to the combo of heat and constant use they were having quite a bit of trouble with indiana jones it was shut down at least twice while we were there and even had a short breakdown when we were next in line to get on the ride the jungle ride and splash mountain were also down on our last day we were hoping for a cooling ride on the grizzly river run but it decided to break down when we went to check it out and there was no guess as to when it would be up and running still lots of other rides never had any problem so there was always somewhere else to go on the hot days check out the theatre shows bugs life muppets etc they are a great way to cool off and there is usually no wait except for the time it takes for the previous show to finish ,5,2014-08-27
4089,Great as Usual,we visited the park on monday th august being first time visitors to disney we were expecting to spend lots of time queueing but we were pleasantly surprised the longest wait we had all day was minutes for space mountain everything else was around minutes wait time we would like to say a massive thank you to lauren in innovations who was so kind and helpful to our family when our son s newly constructed lightsaber from the star tours shop went missing thanks again lauren you re awesome x,5,2014-08-26
4090,Thank you to Lauren in Innoventions,i booked our trip from europe to the us and thought that as we were passing the home of disney it would be silly not to stop and visit it however when the day came i did wonder if we had made the right choice as our daughters are older now and would the magic still be there i need not have worried as soon as we entered the park we did feel that it is the happiest place on earth the experience of the whole day was amazing and we stayed until at night the people were very nice the queues were not too long fast pass is a great system without an extra charge the shows were fantastic and the fireworks were some of the best i have ever seen it was one of the hightlights of our holidays and all the family agreed not to be missed you are never to old ,5,2014-08-26
4091,"Excellent, the magic is still there",just got back from a whirlwind trip to southern california we had a blast we are frequent visitors to disney world but this was our first time to disneyland and we were not disappointed we only had one day for disney and debated whether or not to do both parks or just choose one since my husband and i were traveling with our two older boys and we decided to go for it and do both parks hrs later and we accomplished it and had a great day we pretty much followed the plan in the unofficial guide for disneyland even though it stated over and over not to use the plan on a mm day if you aren t able to use the extra hour while we didn t get to every ride we did get everything in that we really wanted so here we go we were staying in newport so we had a easy minute drive to disneyland we arrived in the woody parking lot at and were at the rope by we had purchased our tickets and parking pass ahead of time there was no line pulling in and w parked in the woody parking lot the shuttle was right there no waiting we waked right into disneyland and up to the rope drop since we were a little early i picked up water and some fruit for a quick breakfast at am sharp the rope dropped and we were off our boys zipped ahead to get the fp for space mountain we rode matterhorn and buzz walked over to peter pan there was a slight wait but not bad about minutes since our fp time had started we went over to btm and fp it by this time it was fp time for space mountain then astro orbitter indiana jones had a minute wait so we decided to fp it after btm it was close to so we decided to have some lunch after lunch and some mickey beignets yummm we rode haunted mansion pirates of the caribbean and then time for btm we then headed to splash mountain and fp d it we rode winnie the pooh and backtracked to small world we then headed to splash mountain we checked on indiana jones but it was closed we decided it was time to head to california adventure saying gooodbye to disneyland we exited and walked the very short distance to ca we first went to radiator springs racers minute wait and no more fp it was around pm at this time we decided to ride everything else and come back to rsr at the end of the day first stop grizzly river run and then off to soaring we did get wet on the river run very wet but it was a hot day and we dried out pretty qucikly toy story midway mania is a family favorite so we headed that way the wait was only minutes love that ride after that my boys had convinced me to ride screamin this was a great roller coaster i am so glad that i rode it pretty much everything in both parks was less than minutes we walked right onto screamin we then headed to the monster s ride this part of the park is pretty cool with all the alice in wonderland stuff after this we were ready for a little break so we grabbed something to drink and sat on the curb just in time for the play parade pretty cute parade after the parade we headed to muppet vision and then little mermaid we walked through bug s land really cute area but we have seen bug s life so we decided to bypass it today radiator springs still had a minute wait so we saw that aladdin was playing so we zipped over there and saw the pm show of aladdin this was really really good we were right by the mad t party so we walked over there they had a band playing we could have easily stayed there for much longer but we still had radiator springs to ride we headed back to cars land i am not a fan of cars but this area is awesome they have done a great job with it we took lots of pictures finally made it to radiator springs whew a minute wait but we knew that would happen so we were in the right mind set from the time we got inline to actually getting on the ride was an hr and minutes the ride shut down twice while we were waiting but it was okay this was the only time in the entire day that we had to wait on a ride the ride was great we loved it thank goodness we were hungry when we got off the ride and were pretty much done with ca we were feeling pretty good and thought let s eat and then try to to get onto indiana jones we ate at bakery in dtd from our seats we were able to watch the fireworks in ca great luck after we ate though we were tired and decided we needed to head back to the hotel so in closing i have two things to add i love disney world and was told over and over that i would be disappointed with disneyland not true we loved dl and will be back and you can do both parks in one day if it was our first time to any disney park then i wouldn t have done it but since we are familiar with disney it worked out really well ,5,2014-08-25
4092,Disneyland and California Adventures in one day!,i was able to celebrate my birthday received lots of well wishes from cast members also got a quick admit to splash mountain sort of like fast pass but better from one cast member ,5,2014-08-24
4093,Magical Family Vacation,cute but so overpriced that it takes away from the enjoyment i felt like i was bending over for mickey and his friends at every turn ,5,2014-08-21
4094,"Too expensive, too crowded.",maybe i am just not a fan of disney parks but i was really disappointed in disneyland at the end of the day i felt that i spent a lot of money to spend hours in line i share a similar opinion of magic kingdom orlando it is just too crowded and there are strollers to dodge at every turn we were only able to get on less than rides and none of those more than once yes we did take advantage of fastpass but it did not really benefit us this day i find the facilities bathrooms food stands etc are not well marked i needed an atm and found one on the map but was unable to locate it despite asking two different cast members who kept directing me to another one farther away food choices were not good i had to consult a separate website for menus and locations of specific foods i saw people with interesting foods but could not find where to purchase them we ended up leaving the park and eating at downtown disney the fact that it is a short walk is a very positive feature we ate and then returned to the park crowds at night were no better we skipped the parades and fireworks hoping the ride lines were shorter but no such luck we were waiting for a late fastpass return but that ride ended up being out of service so we gave up and left glad we went to see the original park but would not return ,3,2014-08-19
4095,"Fun trip, but Disney needs to train employees to be friendlier.",i have never been to disneyland and i spent days of my vacation here i loved the fast passes that you were able to get so the wait wasn t nearly as long and the rides were amazing food prices were expected and wasn t a shock compared to other places the cleanliness of the park was astonishing and the only thing that really bothered me was the rude employees checking you in at the gate and around the park i didn t notice until i went into universal studios and saw a significant difference for disney to prod cast that it is the happiest place on earth then the employees better smack a smile on there face and work on their customer service i couldn t believe how rude some of them were the only nice ones that really stuck in my mind were the employees at the cash register on main street universal studios employees were so friendly and very helpful which in result made me a happier person when i am spending so much money disney has expanded and developed so much over the years if only i could say the same for their employees ,3,2014-08-16
4096,Like a kid in a candy store,awesome rides great light water show and love the downtown disney would have been perfect if they have vip pass with guides like universal studio ,4,2014-08-16
4097,What's not to love,my husband and i went for his th birthday i mean this place is not just for kids in fact i think it s better as an adult it makes you laugh and have fun and forget about being a grown up love it ,5,2014-08-12
4098,It's Disney.,disney does so many things well we went in early may on a thursday and friday the parks were busy both days but disneyland park was packed on friday since we had little kids we never waited too long in line both because the smaller rides are less popular and because we used fast passes wisely the cleanliness of the park is astounding the parades were excellent radiator springs was very cool especially at night head there after world of color for the neon signs and the rides were fun we bought a two day park hopper but there was no reason to do that we did california adventure on day one and disneyland on day two you probably won t hop between parks if you re only there for two days so save some money and do the one day tickets park hopper makes sense if you re there three days or more ,5,2014-08-10
4099,Took me 30yrs to finally get here,i finally came to disneyland after years walking to the turnstiles gave me chills it hit me that i was finally in the place i d heard so many others talk about getting in the park walking down main street with sleeping beauty castle was surreal after a brief wait for rope drop everyone was off to the races for the anna and elsa meet i was second from the people waiting for the opening however there was still a line for the meet an hour and mins later we were meeting the characters of disneys most popular movie right now the lines at disneyland were bearable the food though pricey was delicious the cast members were honestly great they all went out of there way to give us an experience we were just standing around resting and a cast member randomly came up to us to suggest things to do the rides were fun some of the classics are the best the detail that goes into these things is amazing the nighttime fireworks and fantasmic show were the perfect end to our disneyland trip walking down main street one last time staring at sleeping beauty castle i couldn t help but feel emotional this place is promoted as the happiest place on earth and as a magical place well i couldn t agree more maybe it was because it was my first time but i felt sadness to leave but very thankful for the memories disneyland provided me i am thankful for disneyland as it is a place we can all come together age race and color do not matter here just all smiles and laughter walt would be proud the price of admission might deter you from coming for your first time but i assure you it is worth every penny not only for kids but for yourself when your walking down main street that last time with sleeping beauty s castle glowing in the back you ll feel the magic that i did and you ll be glad you experienced the happiest place on earth,5,2014-08-09
4100,i loved it!!!,how can you not love disneyland we went for and a half days and were able to see almost everything we went in october on the first night of mickey s not so scary halloween party the tickets cost extra but we re well worth the money we were able to move around the park without it being too crowded and get on and off the rides with virtually no wait it made the rest of our trip so much easier the longest we waited the first night was about minutes we rode all the major coasters two or three times so that when the park was busier we could spend time walking around and looking at the less popular attractions the fire works that night were great there is nothing like disney where the whole trip is a story i grew up in southern california but going with my husband as an adult was a great one it brought back great childhood memories but also made new ones the park is greatly decorated with tons of different carved pumpkins and all of the disney characters are in halloween costume the drawback is the price i don t know how families with lots of kids can go one suggestion is to buy gift cards when you can or ask fir them as gifts they never expire and you can use them for everything from tickets to food and souviners ,5,2014-08-07
4101,Expensive but worth every penny,if you are debating about whether to choose disneyland or disneyworld consider this summer is the dry season in southern california with warm or hot sunny days and cool nights summer is hurricane season in florida with hot humid days and rain nearly every day in other words the weather in s ca is much better in the summer so in the summer disneyland is better than disneyworld also there is all the history of disney at disneyland now if you are planning to visit at spring break it s probably a toss up as that is the dry season in florida during winter it is no contest florida wins out as it is the cool dry season there and it is the rainy season in california that time of year just some things to keep in mind i took my wife and son there we all had a blast with careful planning we were able to go to all of the rides in the park that we wanted to our favorite rides were star tours my son space mountain mine pirates of the caribbean my wife s and thunder mountain rr all of ours in the summer it s also nice to do splash mountain but it tends to sell out on the fast passes quickly due to the heat my advice is to target a specific area like tomorrowland and get a fast pass for something like space mountain or star tours while you do another ride that has a smaller line like buzz lightyear which is also fun plan to get a fastpass for splash mountain around am and it will probably be for around pm when the heat is greatest you will have a blast my only complaint is that one exhibit wasn t available finding nemo and the matterhorn is clearly showing its age both my wife and i were hurting after that it is so rough on the back they probably need a redesign of that it was one of the funnest days of my son s life you can t put a price on that since burgers are a pop for dinner you might as well eat well at one of the restaurants instead we ate great cajun food at the french market i had red beans and rice with sausage and my wife had cajun meatloaf my son shared our dishes we topped that with cake with drinks and all it was that ain t too bad if we had burgers instead it would have been for the of us so better to just get the more premium food for a few extra bucks this is a trip of a lifetime ,5,2014-08-07
4102,expensive,disneyland is fun to bring the kids were there july to july but my issues with disney land are food and souveniers are way too expensive if you have a family aitd even if you don t the meals are soooo much money also we did manage to find a couple of stands throughout the park that sold fruit yeah also very expensive for the most part the food is fried or very saucy it is very hard to find healthy real food there lowere the prices disney another thing that really really bothered me is that the attendants for the rides and stores etc were not very friendly it s disney we expected them to be happy smiling accomodating but they just looked bored bordering on rude come on disney for the inflated prices you charge you can do better ,4,2014-08-07
4103,Fun For Kids and Kids at Heart,since i know there are about a gajillion reviews for disneyland i m just going to list some tips to make your trip there easier tip while making plans for visiting disneyland i like to check out isitpacked com to see what the crowd prediction is for the day this is by no means completely accurate but it does give you a pretty good idea of how crowded it ll be to keep up to date on the ride times i also use a phone app called mousewait disneyland it lists the ride wait times for both disneyland and california adventure park tip if you have aaa membership check out the aaa website to get a small discount on tickets you can also purchase tickets in the parking toy story parking lot before boarding the bus this saves you a trip of standing in line to buy tickets at the park which can take long depending on how crowded it is tip create a ride strategy for you and your group during the summers especially the wait times for popular rides can stretch to over an hour grab a fast pass for the ride you want to ride most for example indiana jones and space mountain are always popular attractions and thus have lengthier wait times then visit rides with shorter wait times to pass the time haunted mansion big thunder mountain the story book rides in fantasy land minus peter pan which always has a long line tip if you want to see shows and or parades plan accordingly if you are set on snagging a good seat give yourself up to an hour before show time to guarantee a spot my friends and i like to plop down on the sidewalk and enjoy a snack while we wait for the parade so we make the most of our time tip if there s a special event going on expect it to be crowded you name it project grad those hour events holidays etc tip if you bring a backpack bag bring your own bottled water water in the park is expensive tip don t forget to wear sunscreen unless you want to be upset at mickey mouse the next day with your peely looking face if you forget to bring your own i believe they sell sunscreen in the park check out the main street emporium located near the front of the park and then there s another gift shop in fantasy land near the castle that sells sunscreen too tip if you aren t pooped out by then try to stay for the fireworks at the end of the night many stay inside the park but it can get super packed during the summer if you don t mind missing some of the lower shooting aerials i suggest sitting in the area between disneyland and california adventure park many guests end up plopping down and watching the fireworks together ,5,2014-08-06
4104,THE ORIGINAL AND STILL THE BEST,this was smaller and more compact easier to navigate than disneyworld and it s the original both disneyland and california adventure are opposite each other we had the day hopper which meant we could go in and out of each park as many times as we wanted downtown disney is really cool too ,5,2014-08-05
4105,Love Disney / Too Crowded.,my family and i are disney fans and like all things disney we usually visit disney world in orlando so we wanted to visit the original disney in california overall we weren t disappointed but it really was too crowded it was a sea of people everywhere we went i wouldn t recommend visiting it during the summer months if you can avoid it otherwise disney is awesome as usual ,4,2014-08-05
4106,Always a Fun Time,planned ahead and had a great time spent days and rode everything more than once go early you can ride the best rides during the early morning hours,5,2014-07-31
4107,Best. Trip. Ever.,not a day has gone by since we got back that we haven t talked about how much we loved disneyland with my daughter can t wait to go back ,5,2014-07-31
4108,First time visit and some tips for visitors,it was my first time visiting the disneyland park in california i have been to the one in florida a long time ago the first thing i notice is that the california park is much smaller but i would say it s a good size for a full day i went here just with my hubby couple date so it was easier to go around the park we visited on a thursday not a weekend so i would assume it s much busier on the weekend infos and tips the park opens at a m if you have the day pass and closes at midnight fave thrill rides space mountain indiana jones star tours big thunder mountain railroad fave fun rides buzz light year haunted mansion pirates of the caribbean get fast pass tickets for rides such as space mountain big thunder mountain railroad and star tours these get packed really fast like minute wait at around a m there isn t that much crowd so it s best to see the thrill and fun rides don t forget to drink water buy your ticket before going to the park either online or at your hotel i noticed that there s actually long lines for those who buy their tickets at the theme park wear comfy shoes like sneakers not flip flops and have fun it s the happiest place on earth ,4,2014-07-30
4109,They charge way too much money,this park has been around for a long time but they charge you a lot of money to visit it it used to be ok because the prices for souvenirs and food were very reasonable but that is no longer the case expensive to get in and expensive to eat and to buy souvenirs here is something that i found the next day you can bring food and drinks in cooler i highly recommend you do this also get there as soon as they open because by am the park is full ,3,2014-07-28
4110,Best day out!!,had a excellent time at the park excellent staff very friendly and polite all park facilities excellent,5,2014-07-26
4111,holiday from the uk,for kids or the kids at heart this cannot fail to excite the atmosphere is truly magical the rides are great check the time of year you go as some rides are closed in spring and autumn for maintenance kids weren t happy to miss the pirates of caribbean ride plus unless you are there very early the fast passes are a waste of time but we love disney fav rides for family are big thunder mountain railroad indiana jones and buzz lightyear can never get too much of the magic ,5,2014-07-25
4112,Always magical!,we visited the park with both young kids and teenagers and the park was a success for all including we the parents a tip is to go in the weekdays if possible it is a lot more crowded during the weekends some line is to be expected and be sure not to miss the parade evening show and the fireworks ,5,2014-07-25
4113,Great for all ages,we are from florida so we ve been to disney world serveral times but its nice to see the difference enjoyed our visit and seeing the sights really enjoyed california adventure and the cars land ,5,2014-07-22
4114,Great fun,we just spent weeks hitting many of the major theme parks in california with three kids our and year old have celiac disease so we are always looking for kid friendly gluten free options for dining out disneyland and california adventure every restaurant we ve been to at a disney park has gluten free options like buns or pizzas no worries here just ask a server and they can get you set up flo s in radiator springs in california and the pizza place with gf pizza next to space mountain were our kids favorites universal we found the options limited flintstones bbq had some options but we left the park and ate at saddle chop house which is right outside the park s entrance seaworld calypso bay smokehouse was a great option for chicken and pork legoland they had a lot of good options burger stop castle burger and fun town hot dog have gf buns and fries pizza pasta buffet has gf pizza and pasta we ate at pizza mania shorter line and burger stop which were both good grannys apple fries are gf as far as the park goes we liked disneyland much better than legoland we don t have any boys who are who are really into legos and we should have just skipped legoland and done an extra day at disney san diego zoo this was the least gf friendly of all the parks we just packed snacks and ate a late lunch outside the park we are from the east coast so not familiar with a lot of restaurants but here are some of the ones we went to in and out burger has protein burger which is burger wrapped in lettuce plus gf fries our hometown favorites of chick fil a and chipotle had a couple locations sammy s wood fired pizza had decent gf pizza and fries true food kitchen was fantastic with several options ,4,2014-07-21
4115,Gluten free with kids at Southern California theme parks.,we got in right as the park opened and we were able to get on rides with no wait times until around a m then it was madness the crowds were very heavy enjoyed breakfast at carnation cafe lunch at blue bayou and a quick dinner the plaza inn we were very impressed with the service at blue bayou i ordered the flat iron steak but the kitchen sent out the wrong dish the server quickly fixed the issue and even let me keep the wrong dish at no charge so we enjoyed the best of two dishes ,5,2014-07-21
4116,Very busy Saturday,the problem any disney fan may encounter when visiting disneyland is that it s a lot smaller than walt disney world in florida so you really have to approach it knowing that it will be different that being said i found that disneyland was extremely charming and unique from magic kingdom in florida rich in detail and full of the disney magic it will not disappoint ,4,2014-07-21
4117,Just don't compare it to Walt Disney World...,disney doesn t disappoint in spite of the crowds it is everything we imagined it would be pricey but great fun for the whole family,4,2014-07-19
4118,Magic,not that i want to sound like a downer but the first thing which really annoyed me was the ridiculous amounts of babies in prams getting pushed around in a place where it s more suited for children who actually have an understanding of disney characters and can actually ride on the ride attractions for myself i m old enough to appreciate the place itself for the joy it can bring everyone which it did for me but i was expecting some thrill rides which they don t really have in either parks which was a let down for myself but i shouldn t forget that disney is more about the movies and characters for kids this place is great but not for babies if you don t like crowds i wouldn t go during peak season i was lucky to go after spring break in april had finished and didn t have to wait too long for rides i m looking forward to going to the disneyworld in orlando next may ,5,2014-07-19
4119,Don't understand why families think it's a good choice to bring babies in prams to a place like this?!,all the hype is warranted go with good company and you ll have the best time highlights included world of color splash and space mountain tower of terror california screamin soarin indiana jones and taking photos with all the characters tips if you don t want the overpriced park food eat outside or bring food use fast passes for rides i d recommend days for both parks to relax and enjoy ,2,2014-07-17
4120,Must do in California,this was my first visit to disneyland and i absolutely loved it i wish i lived closer i ll be heading back in november for the next rundisney half marathon ,5,2014-07-15
4121,First visit to Disneyland,disney is just a must see i think you need to go with people that like rides like walking and just want to have fun if you take yourself too seriously i wouldn t recommend going expect to spend money to get in as the tickets aren t cheap but its best to go multi day with california adventure you don t need a hopper if you don t want to jump back and forth and can stay within one park make sure you get your fast passes as it helps skip the lines much easier some rides don t really get you too much of a jump in the line with the fast pass where others take you pretty close splash mountain if you want to really get prepared for the park you should watch disney cartoons old classic ones and also the classic movies this park doesn t focus too much on pixar so don t assume this is part of disney it s more on the california adventures for pixar note disneyland didn t have alcohol that i could find this may be a weird comment but i went with a friend who was actually expecting to have something to drink there is alcohol over at california adventure though ,5,2014-07-14
4122,Okay visit except at night,we ve been to disney land many times so it was the same old thing for us however it was fun to watch the experience through the eyes of our grandchildren who had never visited the park overall the day was very nice albeit crowded but we had a good time we returned for the evening at the park and were very disappointed in the crowd control measures used by park employees because of fireworks and the mickey water show certain areas were cordoned off causing bottlenecks to form as crowds were funnelled through narrow spaces all the while park employees are barking orders at the crowd and shouting in people s ears many families were upset because kids were crying as they were being pushed along like cattle off to slaughter with the billions of that disney has you d think they could come up with a better way to present these evening spectacles so that they didn t have to herd their guests in this way ,3,2014-07-13
4123,Too Crowded... Below Par,yes we went at christmas but i ve been to disneyworld at christmas and it was never this crowded the problem is that there are only two parks to which thousands and thousands of people can go the main disneyland park and california adventure their gates are right across from each other disneyworld has the main park epcot center mgm studios two water parks a zoo etc to which thousands and thousands of people can go so there s no comparison to which is less crowded at christmastime so my advice just don t go to disneyland leave it to the people who have annual passes and the people who live in anaheim or if you go don t go for the rides just go to see the first disney park ever opened however don t expect to be able to walk very fast as you literally wade your way through the vast sea of people ,2,2014-07-12
