,Header,Review,Posted Date,Rating
2703,Great Fun!,"Spent a full day at the Tokyo Disneyland, which is one of my favorite places to go whenever I'm in Tokyo with the family. This is our fourth visit to the park. This year we went before Christmas and the queues and waiting time weren't as bad. The period between Christmas Eve to New Year's Day is absolutely the worst time to go as the waiting times become 3-4 hours and the park gets too crowded. Even waiting to buy popcorn and food takes an hour.","Written December 24, 2015",4.0 of 5 bubbles
2704,Disneyland is supposed to be the happiest place on earth?,"I was still filled with excitement when we were journeying to Tokyo Disneyland, this feeling slowly thinned out, albeit not fully, when we walked through the gates and I saw this huge crowd. Not having been there in a few years, it certainly was a different scene.
Therefore, I would strongly suggest that should you wish to visit it, try to avoid doing so on a weekend and public holidays. I am told that even during a working week day or school day, somehow the locals are there in large numbers.
The locals totally support this theme park and will freely spend on souvenirs, food and what not.
The queues for rides and for food, even popcorn, were ridiculously long as we there on a Saturday.
Other than that, it is still the happiest place on earth.
The parades still brought lots of smiles and spread lots of cheer!","Written December 23, 2015",3.0 of 5 bubbles
2705,Get ready to line up for everything,"The queue is long for everything. Even though everyone follows the rules and order it does gets to you if you have to queue up for everything inside the theme park. From food to rides to restrooms. Do spend 2 days there if you want to cover all rides and shows. Most if the time spend was for queueing for things. I travelled there with 2 children under the age of 10 and 2 elderly folks. I admit I do have to take it slow. I was there during a weekday. It was packed with tourist and locals too. Remember this, but as long as you start queuing you will get there. Happy queuing.","Written December 22, 2015",3.0 of 5 bubbles
2706,So Much Fun!,"We went outside of the holidays but it was still very busy. Food was well priced and we didnt wait to long at most of the rides. Loved the parade, it was an Easter one and my Daughter loves rabbits so she was thrilled.
Can't wait to go visit Paris Disney next year!","Written December 21, 2015",5.0 of 5 bubbles
2707,"Great for Family, Kids, Couple... For Everyone!","As expected - the fusion of interesting cultures of Japan and the Disneyland created a wonderful memory for me and my family.

You can see many high spirited people buying Tokyo Disneyland's merchandises and using it right away without any hesitation at all! For example, you can see people wearing a funny green and blue Monster Inc hoodie with three eyes on top. Even if let say you (feel) old and is just coming to Tokyo Disneyland to accompany your family, it is a very interesting sight to see how the Japanese and foreigners enjoy their day here in Tokyo Disneyland! If you are planning to come here, never ever feel old or shy to be young!

Because in Tokyo Disneyland, everyone becomes a child again and is a place where dreams come true ;)","Written December 21, 2015",4.0 of 5 bubbles
2708,Awesome as expected,"We've went to the one in Paris and I personally thinks that this one is even better (the one in Paris was awesome too so I'm not sure how it was even possible to be more awesome :))

I'm 34 but in Disneyland I'm 34 going on 4. Hehe. We were travelling with our 2.5 years old son, who seems to also had so much fun (in between his naps).

We were surprised that there were quite a lot of attractions to cater for his age too. Be warn the queues are indeed long so we did not really bother covering all rides even the ones without height restriction.

Still super awesome. Highly recommended! Two thumbs up.","Written December 21, 2015",5.0 of 5 bubbles
2709,Disneyland over DisneySea,"I love this place and this time round we managed to get a few fastpasses for some rides. Even though it was really crowded, the fastpass gave us access without the need to queue again. The worse queue we did was Monster Inc (70mins) and I didn't feel it was worth it. Star wars was great! Snitch was cute though we didn't understand a single word of what's going on.

We had a great long day there.","Written December 21, 2015",5.0 of 5 bubbles
2710,A great visit to one of the best Disney theme parks,"We had a great experience at Tokyo Disneyland. We spent one day there (Friday) and the day before at Tokyo Disney Sea (Thursday). We purchased our tickets the night before at the hotel we were staying at (Sheraton Grande Tokyo Bay) so we wouldn't have to stand in line to buy tickets the next morning. We got a late start, which I don't recommend as the lines only get longer as the day goes on, and got in the park at around 10am. We went straight to Monster's Inc. to get a Fast Pass and the return time was already past 5pm, then straight to Pooh's Hunny Hunt. That was our longest wait of the day, maybe 65-70 minutes. The rest of the day, we grabbed FP's and were able to ride everything we wanted with minimal wait. We also watched the Dreamlights Parade which was awesome and a part of the show where they project animation onto the castle (also awesome). We had dinner at Queens of Hearts restaurant and although the food was okay, the theming was amazing, especially the stained glass window. I would suggest not going to the shops right before closing, which is what we did, because it was packed with people wanting to buy that last souvenir. We had a great time at TDR and TDS and can't wait to go back.","Written December 20, 2015",5.0 of 5 bubbles
2711,Cold Disney,"We went with 2 young children, one still in stroller. This is not our first Disney trip so we know the queuing time and how Japanese love the Disney parade.
We went on a Thursday and the average q time for most attractions are 15 to 30mins. Those popular ones require 60mins which we didn't try cos it is cold in winter.
I watched the parade with my girl in stroller however I was asked to close my stroller repeatedly which I told them I couldn't as my girl needs to sit in the stroller to watch the parade. By the 4th time, the staff asked me to get out of the sitting area, rather rudely. Maybe it is a miscommunication or a difficult in perishing herself in proper English, I still find it rude to talk to me with a young toddler on hand in that situation. The parade was just seconds away. I fumbled and just bring out my toddler and leave the pram sideways.
After this bad experience, I was still in shock and didn't really enjoy the rest of the day. So be prepared to collapse your stroller if you are having one in disneyland Tokyo.","Written December 18, 2015",3.0 of 5 bubbles
2712,Disney,"What a beautiful place ...:) 2parks DisneyLand and Disneysea are just amazing. I enjoyed myself and also my friends.
Love Tokyo and I will be back again .
Loads of attractions, show is amazing. People are very friendly . Looking forward to take my partners there .","Written December 18, 2015",2.0 of 5 bubbles
2713,Best attractions ever ..love ha Japan,"You would start queueing in the morning, even before entering the gates of Disbeyland. There is a fastpass system but even that requires some queuing and waiting for you timing. The Q for non fast pass rides seem to start from a min of 30min but gets better later in the day where people starts gathering in front of the castle for fireworks.

That said, with proper planning, getting fastpass for popular rides as early as possible and running to get the next one whenever you are eligible, you may still be able to cover most of the popular rides. I didn't manage to do it but apparently ny brother did.","Written December 18, 2015",5.0 of 5 bubbles
2714,Queues everywhere!,"This is probably my 4th visit. I still cannot get enough of this place. The park is very well maintained even after more than 10 years since my last visit.
The day of our visit, which is a weekday, is not very crowded, I guess. We only took 2 fast passes, one each for Pooh's Hunny Hunt ride and Monster Inc. Ride and Go Seek. Waiting time for popular rides were mostly under 1 hour. The longest we waited was 50 minutes. So, it is good to avoid public holidays, local school holidays and weekends.
My 6 yo son thinks that he has more fun in Tokyo Disneyland than USJ. At the end of the day, he said, ""I love Tokyo Disneyland!"". We will surely to go back for more.","Written December 18, 2015",4.0 of 5 bubbles
2715,I'll be back!,"1 day is not enough! We missed 2 themes. even though fastpass entrance provided, the waiting time is still long. Fastpass opening ticket should be shorter. Pls make it 1 hour instead of 2 hours. We stayed here from morning until they closed but still cannot complete. For family with kids, make sure to see all show and bring more clothes. More money spent here coz lot of varieties of merchandise sold here. The last show was the memorable. We totally enjoyed our time spent here and wish to come again.","Written December 17, 2015",5.0 of 5 bubbles
2716,Must visit!!,"Fun day. Please be prepared to Queues . whether is food kiosk , rides, restaurants and some time even toilets. Love Disney at Japan, as everything is order and clean. Lots of places which you can refill drinking water. More interactive rides which my kids love it better than Disneysea.","Written December 16, 2015",5.0 of 5 bubbles
2717,Use Fast Pass,Disneyland! Of course we'll imagine magical things like childrens. Yes all the rides there are amazing but for children. For adult its average i think. 1 thing that i can compliment is the decoration is superb.,"Written December 16, 2015",4.0 of 5 bubbles
2718,Suitable for children but not for adult!,"We took a train to Mahaima Station and you can see Disneyland the moment you get off. It was a Sunday and it was also very very crowded. Tip: do purchase entry tickets before you arrive. Luckily we did, as the park was closed to visitors who didnt already have tickets. People were turned away and told to come back only at 5pm. It would dark already by then and the park closes at 8pm. There were just too many people there and there were long queues everywhere, to the toilets, to purchase food and to go on rides. etc The parades were good to watch, day and night parades. The fireworks was nothing special, quite ordinary in fact.","Written December 15, 2015",3.0 of 5 bubbles
2719,Definitely a beautiful park,"Disneyland is always every girls' dream! My 2 girls enjoyed it even my Husband!

I been to the one in Hong Kong. So I can only make comparisons between the two.

We took trains from Shinjuku station where a transfer is needed.... Transferred was a bit too much to walk...

I bought the tickets online to save time on queuing. But ended up we went in the late morning where there isn't any queue.

This is a cute and beautiful park with so many cute decorations. The biggest problem is sure to be the queue... Wasted a lot of time queuing... Managed to get a fast pass... Realised it too late... So overall we only get to enjoy about 6-7 rides...

Love the parades (day and night), the firework... But not so on the screening after firework... Maybe because we do not understand Japanese... Of course not to forget the popcorn bucket... My girls were Super excited!

Didn't get to buy lots of Disney gifts. Thinking that I can get it the next day at Disneysea. However, Disneysea has limited but a little bit different sets of Disney gifts. We shopped in the gift shop almost before the park closure and managed to stay in the shops till 10:30pm...

Lastly, checked on the weather before you go... If tickets aren't bought online. I bought it online few days before I travelled, weather forecast was accurate...

Try to stay in a nearby hotel if you planned to go both Parks... Travelling throu and fro twice is no joke...","Written December 15, 2015",4.0 of 5 bubbles
2720,A life experience,"The park itself is great. The cast members are fantastic but what else would you expect from Disney. The weather was cold, but I like cold so perfect. The one negative, and I can't believe I am saying this, there wasn't enough varied merchandise. I wanted to purchase a nice Disney jacket or cardigan, both of which I have previously purchased at WDW but there was nothing other than a handful of very (ugly) sweatshirts. The park was very busy but we expected that. Definitely an experience but one I probably wouldn't repeat in a hurry. Two days will well and truly be enough at this park regardless of crowd numbers","Written December 15, 2015",4.0 of 5 bubbles
2721,Disney Japanese Style,"Great park that's similar enough to other Disney parks but different enough to be a refreshing change.

Don't miss Pooh's Honey Hunt and Monsters Inc. attractions as they either unique to the park or sufficiently different enough to justify the wait - use a FastPass if you can.

The organisation here is great and the parades very well organised with Cast Members ensuring everyone is respectful and not blocking other guests views of the parades.

This park can get very, very busy so plan ahead, arrive early and use FastPass.","Written December 15, 2015",5.0 of 5 bubbles
2722,Best Disneyland,"The place is fantastic! It is very buzzy and there are mostly local! They are well self-organised. Better experience than those parks in USA. For viewing of Parade, front crowd is always sitting! Amazing self-discipline!
The day and night Parade are awesome! Best Show ever!","Written December 15, 2015",5.0 of 5 bubbles
2723,Florida in Japan,Great park and experience. Poohs Hunny Pot is a great rid for all ages and get their early because Fastpasses go faster than in the states. SpaceMountain was great and go in early and to the right to get Monsters Inc or else you'll miss out.,"Written December 12, 2015",5.0 of 5 bubbles
2724,Most Popular Disneyland!!,"The world's 2nd most visited park, means one can expected huge turnout around the year, queue can be extremely long so need to plan ahead for rides and need to maximize the usage of fastpass. Popcorn is very popular and comes with various favour. Try the soy sauce and butter, something unique but tasty. If budget allow, try to stay at one of the Disney's hotel which comes with the perks of going to the park 15 minutes earlier, where you can rush to get a fastpass for one of the popular ride and queue for another.","Written December 12, 2015",4.0 of 5 bubbles
2725,disneyland,"i visit in train to disneyland, its 5 min in train and you can also go by walk, its too near.but i must say that the disneyland is the next door neighbor to this hotel","Written December 12, 2015",5.0 of 5 bubbles
2726,The best place for children,"I've visited this place with my daughters 6yo and 4yo. They've so much fun, they met disney's prince and princess. The place is very huge, lot of attractive games for my children and me LOL. We love the parade especially their electrical parade and the closing performance at cinderella castle with fireworks and spotlight","Written December 11, 2015",5.0 of 5 bubbles
2727,Good Theme Park,"My first trip to a major theme park and I enjoyed it. Took a while to get used to the fastpass system but I got on every thing I wanted to do. Once you get used to the fastpass system I bet you could do even more. It helps that the park is open early till late.

Its good that the fastpass system is fair and included within the admission price unlike other theme parks where you have to pay more for the express ticket.

The parades were really good with everyones favourite characters. The rides didnt seem tired maybe thats because it was my first visit or maybe because the rides like splash mountain arent related to a film that came out decades ago. Staff were super friendly and helpful though more english throughtout the park would be helpful to western visitors.

Read up on what the popular rides are, where they are and what time they open before you get there so that you can utilise every minute. And make sure youre there early otherwise youll be queing behind lots of people just to get in.","Written December 11, 2015",5.0 of 5 bubbles
2728,"Fun day, long lines.","Came about 1 hour after opening time and the lines to buy tickets were enormous. As we went in to get our fast pass, most of them had be taken for the best rides. Overall there are many rides which are family friendly, but most have a 2-3 hour wait. There are also many shows and parades throughout the day which makes for a good break between rides. The electric show at night was spectacular and is definitely something you don't want to miss. The food was expensive so probably best to bring snacks to save. Overall a fun day, not many thrill seeking rides and very family friendly.","Written December 10, 2015",4.0 of 5 bubbles
2729,Recommende but similar to Magic Kingdom/Disneyland,Smaller than Disneyland Anaeheim and with less rides. Still different enough to warrant a visit if you like theme parks or a Disney fan. Great people watching if you come from a western country.,"Written December 9, 2015",5.0 of 5 bubbles
2730,Crowded but manageable,"Entered the park once it opened. Not as crowded as we had expected. Would be able to take most of the rides if you utilise the fastpass well. The rides were more suitable for kids aged between 3 to 6. However, the park is still very well maintained. Foodwise a lot of varieties. Most enjoyable ride in disneyland tokyo was the haunted mansion.","Written December 4, 2015",4.0 of 5 bubbles
2731,Great First-time Experience..!,"Wonderful time here.. It was crowded and there were lines almost at every attraction but kudos to all the staff.. They were efficient, polite and systematic. It was a quick wait.. The restrooms were clean and smelling fresh even with the great influx of visitors. Special thanks to the sanitation staff who kept the restrooms clean..!","Written December 4, 2015",4.0 of 5 bubbles
2732,My dreamland,Have been to HK Disneyland. But Tokyo Disneyland truly impressed me. Everything is good just too crowded. I definitely will bring my kids to go again.,"Written December 4, 2015",5.0 of 5 bubbles
2733,Crowded,Nice place..but very crowded esp during holidays and weekend. You have to wait for minimum of 1 hr just for single ride. The parade is great.,"Written December 3, 2015",3.0 of 5 bubbles
2734,Dreams coming true waiting 1 hour in rides line,As awesome as it was just to be in Disneyland I would definetly not go there for the rides considering I waited for an hour to go on one and it really wasn't that great. Infact I wouldnt bother going on them at all your probably better off just enjoying the park itself and the other random things you can do there.,"Written December 3, 2015",4.0 of 5 bubbles
2735,Crowds crowds crowds!,"We visited the park at the end of November. Park is easy to get to (we stayed in Shinjuku). Monorail is easy to use to get to the park. We bought tickets on the door which was pretty easy considering the women didn't speak very good English! I have been to Disney land Paris and Disney world in Florida so I knew what to expect. The park is clean and tidy. Now onto the bad part. I have never seen a theme park so busy in my life! You could honestly not walk easily around the park. The queues for rides were ridiculous we got on 5 rides when there were many more we wanted to do but didn't get the chance. You can get a fast pass for some rides but there are so many given out for each hour of the day that your time to use it would be at a stupid time when you would probably be on your way home! It would be easier to just sell fast pass tickets as extras as I wouldn't of minded paying an extra £40 if that meant I got on all the rides. If I'm being honest when I come back to Japan I will not be going back to Disney land as the crowds were a major off put and did kind of spoil our day. When lunch time comes around trying to find food or a seat is impossible! We queued for half and hour for a pizza then had to sit by some bins to eat it! We spent half our day at Disney land and the other half at Disney sea, which had just as many big queues and over crowding!","Written December 2, 2015",3.0 of 5 bubbles
2736,Where dreams come true -- especially for kids,This wasn't my first time going to Disneyland. I have gone to HK Disneyland 2011 so I had some idea what to expect. This was almost exactly like HK-D and more. THis was definitely in a bigger scale and more spectacular. It is worth going for people with kids and even for adults. Already planning my next Japan trip with sister and her kids.,"Written December 2, 2015",5.0 of 5 bubbles
2737,Good number of attractions,"Good number of attractions here. Good for family outing but a bit pricey. We took the evening pass (after 6 pm) at a discount. Was quite crowded but thankfully it was the day after a long weekend, so the locals told us the crowd is already a lot less than usual.

Was still packed with many young parents with kids and youths","Written December 2, 2015",4.0 of 5 bubbles
2738,Fun for family and friends alike!,A fun place for both children and adults alike! The rides are kids friendly and the whole place is filled with happy music with the live bands as well as parades! Biggest drumstick I have ever eaten! :)),"Written December 1, 2015",4.0 of 5 bubbles
2739,A good day out,"Disneyland is always a great day out, I just wish it wasn't so expensive!
Of course it is always the travellers choice whether or not to spend lots of money, so you don't have to spend loads if you don't want too.
Disney is always a special place though, and Tokyo Disney is no different. My family and I spent 3 days here (and Disney Sea) at the end of a 2 week Japan holiday, and we thoroughly enjoyed it.","Written December 1, 2015",4.0 of 5 bubbles
2740,Affordable and Exciting :),Before this trip to Tokyo Disneyland I have not visited Disney since I was 5. I am so glad I made this trip and loved every minute of it :),"Written November 29, 2015",5.0 of 5 bubbles
2741,Great place but rude staff,"I love Disneyland but I had a bad experience with a rude cast member during my last visit. While waiting for the electrical parade, one of the cast members, Maehara kept on ordering us in a rude manner, even though I shifted to speaking to him in Japanese. When I told him that my father cannot sit on the ground because of his bad knees, he just dismissively waved his hands and told him to go to the back of the crowd. When my mother asked if she could just accompany my dad and I in buying a snack while waiting for the parade, he flatly told her no, with no explanation.
There is no excuse for rudeness, especially in a business like Disneyland. Come on, train your cast members better!","Written November 28, 2015",4.0 of 5 bubbles
2742,The Magic Kingdom,"The one that started it all in Japan - while it is familiar to anyone who has spent time at either Disneyland or WDW it is still different. There are some interesting variations in Tomorrowland as well as other areas of the park such as the World Bazaar (their version of Main St USA). That was the most fun, seeking out those different experiences that we can't get back at the US parks.

It certainly lives up to the Disney reputation in every way. However if you only have one day at the resort go to DisneySea, that should not be missed at all!","Written November 27, 2015",5.0 of 5 bubbles
2743,all round family entertainment!,It was a great experience for the whole family! The kids of course had so many options but even the adults became kids again!,"Written November 25, 2015",5.0 of 5 bubbles
2744,"Great rides, fun for the family","We went there for 2 days and we had a blast with the family. Be prepared for the crowds, it can get pretty bad so leave yourself plenty of time to be able to enjoy the rides that aren't offered in the US. The Japanese are a wonderful people and they really know how to bring out the Disney Magic.","Written November 21, 2015",4.0 of 5 bubbles
2745,Something a little different,"Most popular rides were Monsters Inc and Winnie the Pooh's Hunny Hunn - grab the fast passes early as they run out extremely quickly.

We split our party such that while one was Qing for the first ride (e.g. Buzz), the other ran to grab the fast pass for the most popular ride (e.g. Monsters). You can take fast passes for other rides 2 hours after your current fast pass expires.

Be prepared to wait at least an hour for most rides, for all dining options (pop corn carts included).

Parades are popular, and the best spots are taken up about an hour before the show starts. People are serious about laying out their mats and enjoying some down time just to wait 60 mins till parade time.

There is no restriction in the carry of food and drinks into the park, so home carry picnic is highly recommended!

Try the lottery for some of the shows - we were at the park for 2 days, and failed at all attempts to get those much coveted seats","Written November 17, 2015",3.0 of 5 bubbles
2746,My first Disney park,"Well when in Tokyo you should really do Disney. We went on the nighttime pass which is available after 6pm, don't be deceived that it will be quieter as it's definitely not. There are no fast passes available but the longest we Q'd for a ride was probably only 20 mins. There are a few single rider q jumps as well which are definatly work taking. Indiana Jones is one of these and it's a great ride. The parade was magical and you must watch the show on the castle. A must do","Written November 15, 2015",5.0 of 5 bubbles
2747,Fun to relax.,Getting to the fun land and great choices rides ready for everyone whether young or old as long enjoy the decoration and prices food is very steep. Only let down is no fireworks claim weather unpermitable but guess is not right as the day during the visit is very great from morning till dusk. Hmm maybe a gimmick.,"Written November 15, 2015",5.0 of 5 bubbles
2748,Familiar yet unique,"We loved the special attention to details here, and the landscaping and flowers were really beautiful. The park really shone like a shiny penny when we were there. Less shopping available than US stores. Don't miss Pooh's ride: so fun and so well done.","Written November 14, 2015",5.0 of 5 bubbles
2749,Not so great for teenagers,"Having been to Anaheim, Tokyo Disneyland was a bit disappointing. It was a bit 'tame' for teenagers and they got bored quickly (didn't even make it for a full day). The q's were very long and often not worth the wait. We still had fun though and think if our kids were younger and we hadn't been to Anaheim we might have appreciated it a bit more.","Written January 27, 2014",3.0 of 5 bubbles
2750,Nice Park with Super Long Queue,"We've spent almost 7 hours there from 12.30pm - 7.00pm (Saturday) but we've managed to enjoy only 3 rides due to super long queue. We went to Hong Kong Disneyland before, but this one is bigger and better.

PROS
- Many Disney characters roam the park, make it easier to pose with them.
- 'Fast Pass' machine available but still need to wait long.
- The park is very clean and the staff are friendly.

CONS
- Lines can frequently run over two hours for major attractions.
- Expensive foods inside the park and no Halal foods for Muslim.
- It was too crowded even during the winter.

My advice, try to avoid weekend or school holiday whether it's Spring, Summer, Fall, Winter or Earthquake or you'll end up disappointed like me.","Written January 26, 2014",4.0 of 5 bubbles
2751,Wonderful Disney day,"We have taken the kids to Hong Kong Disney and Anaheim Disney in California so were a bit concerned Tokyo Disney may have disappointed - we need not have worried. The children had a blast enjoying all the well known rides, Splash mountain, Space mountain, Frontierland. They did it all at least once and rode a few of them multiple times. Yes, there were queues throughout the day, but that is part of any day at Disneyland and the kids didn't seem to mind. The park and staff were of the same high standard that you expect from Disneyland, everything was very clean and very well organised and most staff we encountered spoke some english.

Getting out to Disneyland from central Tokyo was relatively straightforward, we took a train from Tokyo station which took us about 15 minutes, the train was full of kids and adults alike dressed up in their Disney costumes, clearly excited about their day ahead. Well worth a visit if you have young children and time allows, expect a huge turnout at the gates at opening time.

Note: We tried to purchase online e-tickets the day before our visit but the website would not accept our foreign credit cards.","Written January 25, 2014",5.0 of 5 bubbles
2752,Tokyo Disneyland,"Sheraton Grande Tokyo Bay Hotel is a luxurious 4-star property conveniently located near the centre of Urayasu. Local places of interest include Tokyo DisneySea, Disneyland Tokyo and Tokyo International Exhibition Centre (Tokyo Big Sight). Other points of interest are Odaiba, Ariake Coliseum and Venus Fort.","Written January 22, 2014",5.0 of 5 bubbles
2753,All for the Parade!,"Before arrived Japan, you could not imagine how their people enjoy the parade. In disneyland, they will show you! Some of them just sit there at good spot with good view. Talk there and eat there just waiting for the Parade. When it's coming, they would interacts with the actors with high warmth. So, come earlier to find a spot if you wanna enjoy the parade with good view! But, yes, the Disney Parade in Tokyo is quite good! I think it's better than Hongkong, especially the party atmosphere there.....they would be your good memories if you have been there.....","Written January 21, 2014",5.0 of 5 bubbles
2754,Enjoyable day but a bit dated,"We went on what was meant to be one of the quietest days of the year (school and work re-commenced after New Year holiday) and it was still too busy. A 2 hour wait on Splash Mountain all day and fast passes gone very early. Luckily wait was worth it, Splash Mountain was the best ride and Poohs Honey Hunt surprisingly good. Many rides are just outdated and too lame considering technology today.","Written January 20, 2014",3.0 of 5 bubbles
2755,A little bit for kids,Since I've been to Disneyland in Anaheim before I feel that Tokyo Disneyland+Disneysea = Anaheim's Disneyland. Disneyland in Tokyo feels like it is mainly for young kids and I had more fun in Disneysea more than this one.,"Written January 18, 2014",4.0 of 5 bubbles
2756,Would be fun if the crowds were smaller,"It is Disneyland and has most of the main attractions you'd expect (though smaller than the LA one). So from that point of view, if you've never been to Disneyland and are keen to go, it is worth it just for the experience.

However, the lines are enormous!! When we got there at 9am, lines for the most popular rides were already over 200 minutes!!! When we tried to use our fast passes at about 9:30am, the earliest available time for some of those rides was about 7-8pm at night. Even getting popcorn meant standing in line for 20 minutes or so.

I think in LA Disneyland there were Disney characters walking all around that you could get photos with, etc (I went as a kid many years ago). In Tokyo, you have to line up for about 10mins or so in one of only a couple of spots where Mickey and others make brief appearances - fine for us as adults, but pretty slack for little kids. Even the gift shops were incredibly crowded.

There is a parade (I think around 2pm or so) which is worth seeing.

In short: If you've never been to another Disneyland and are keen, you may as well. Otherwise, don't go and expect to do more than 1-2 rides and much else the entire day, other than push through crowds.","Written January 15, 2014",3.0 of 5 bubbles
2757,the DREAMLAND,"You should go here if came to Tokyo with much effort.
Some Japanese people come here many times even if they live in distant areas though.
See the Electrical Parade show at night.","Written January 13, 2014",5.0 of 5 bubbles
2758,Good but too long Queues!,"Many to rides and a nice place to have fun but completely over crowded, arrive at 11.00 and the fast passes only available for 20.00 hrs !! So what to do if it like this, enjoy the culinary or just enjoy the popcorn tasting for curry, caramel, black pepper and many others but you have to go quick too otherwise a heavy queue also in the popcorn stand.","Written January 9, 2014",4.0 of 5 bubbles
2759,"Lots of rides, shows & long Queues!",Lots of things to do there but the Qs were really long. Do download an app to check out the Q timing were possible as this would allow for better planning. The Pirates of Caribbean ride was good as it had a section that was from the movie.,"Written January 8, 2014",4.0 of 5 bubbles
2760,"A great Disney experience, but way too crowded","Disneyland Tokyo is a must for Disney lovers, but not a must for first time visitors to Japan. Give it a chance if you have one day to spare. Disneyland Tokyo is a really beautiful place, with a lot of attractions, but so crowded by Japanese that it is really stressful. FastPasses run out extremely quickly, and some attractions have an average queue of 2 hours, a big con. Do not expect to go to the SpaceMountain without waiting +1 hour. So you will spend the whole day and probably miss some attractions. We were there on Halloween, so it was a great experience because of the additional ornaments. Japanese are always very attentive, so that was a plus too. Pop corn is sold in several alternatives (salty, curry, caramel, soy, etc.) so try them. Another big plus is the quality of the fast food, really above any fast food I have tried in any theme park. Entrance fee is 6200 YEN (62 USD), so much cheaper than Orlando's.","Written January 7, 2014",4.0 of 5 bubbles
2761,Not a patch on Florida. Rather disappointing!,"We spent 1 day at Disneyland Tokyo and although it was a fun day out it was definately second rate compared to Disney Florida and California, The rides were OK but rather old fashioned and the Disney atmosphere and magic seemed to be missing. The light show and fireworks at the end of the evening were very disappointing and not worth waiting for. I have seen better at small village firework displays in UK.","Written January 7, 2014",2.0 of 5 bubbles
2762,Give it a Miss,"I know we went just after new year, but you could't move there was so many people, I have never seen so many people in one place. 3 - 4 hour Wait in lines for rides, 1.5 hour wait for popcorn, 45 minutes for toilet. Have been to Disneyland in LA and this was much, much more crowded. Not enjoyable at all. They should limit the number of people who can enter, to allow for those who do get in to have a chance of enjoying themselves. Shocking Experience!!!!!!!! Never Again. Ever.","Written January 6, 2014",1.0 of 5 bubbles
2763,Must do in Japan!,"Who doesn't love Disneyland!?!? My husband and I visited in June and the lines were long but it was expected since it was the summer. The park seemed smaller than the one in California but still plenty of rides and attractions. There were a lot of characters walking around which was fun! Also, there were a ton of popcorn vendors in both Disneyland and the Sea Park. This is totally different from the Disneyland in California and they had different popcorn vendors including soy sauce.","Written January 4, 2014",5.0 of 5 bubbles
2764,Don't waste your time,"Too many people! Just like you are in a gigantic pool of people plus millions of strollers.
Minimum wait for a ride is 45mins. Most of them are over 90mins (longest was 130mins at that day).
At the day we went, there were only one photo time (about 30mins) with the Disney characters. You can image how long the queue was and how many people(mainly kids) were disappointed at the end.
We had to miss the main parade because we were half way in the queue to a ride where we had been waiting for 30 mins. Will you give it up at that point? The night parade was fantastic! It was the only highlight of the day because the highly expected fire work was cancelled due to the windy condition (another big disappointment!)
Since you are there, you should try their burger meal. The price was reasonable (900 yen) and the burger bread was cute.
Maybe we are spoiled by the theme parks on the Gold Coast, short queues (max 45min, even in school holiday), many character photo times, many different rides that suite different ages. Just bring your own food because the food and drinks are supper expensive ^_^","Written January 4, 2014",2.0 of 5 bubbles
2765,Very good experience despite the crowd. Recommended attraction!,"Let's be fair in our reviews of this place, so here are the cons first.

I agree that this park is ridiculously crowded with majority the locals who probably own annual passes. My family & I visited on a Mon (supposedly a school day too), & it was really crowded (at least 10x more ppl compared to Disney HK IMO).

Queues were up to 150mins for major attractions & at least 30mins for smaller rides. Only managed to grab 1 Fastpass (no extra $ involved) for Pooh's Hunny Hut at around 9.45am & it was already for 4pm! I gave up trying for any more Fastpasses as the queue at Pooh's already took us 1/2 hr.

U'd even have problem finding seats at the food outlets, so crowded everywhere!

Souvenir items were extremely pricey but I guess this was comparable to other theme parks of this standard. All the shows were in Japanese.

U can forget about taking pictures with the characters especially Mickey & Minnie. The queues were just tooo long! Besides, the park is so big that the meet & greet areas were quite out of they way if you had already been passed earlier.

Ok, now for the pros!

The whole park is just Happiness personified! Once u step in, u are drowned in feel good songs, beautiful/colourful decors, and greetings & smiles from all the staff members. Even the cleaners & toilet attendants were extra cheerful & friendly.

Dont be put off by the crowd! Although there were long queues everywhere, they moved fast & u dont really feel the wait. A Q sign could be for 50mins, but in fact only 30mins was required. We arrived at the park at 9.00am, left at 6.00pm, & managed to cover the whole park & get on 8 rides/attractions. But we had to miss Monsters Inc! Some rides you could skip unless you're with kids, eg Snow White & Pinocchio.

The parades were nice, but the fireworks were just so-so (we saw this from Maihama train station after having dinner at Ikspiari).

F&B prices were reasonable, the Turkey leg fantastic! Pls pass on the caramel popcorn, a total let down & not worth the JPY300. One good thing at Disneyland Tokyo is that they dont check for F&B in your bags. We saw lots of the locals & tourists eating from their own bentos/containers. There were water fountains everywhere, u dont hv to spend on drinks at all.

Although attractions in Japanese, most of their staff members speak at least basic English & are extremely helpful.

The park was noticeably less crowded by 4pm (it gets dark earlier in winter). So if u wanna avoid queuing too long at the rides, this was a good time to get on those u missed earlier.

Overall still a very good experience & much recommended! Just go & have FUN!

Last tip: Try & visit both Disneyland & Disneysea. Both are so different & one of a kind, but yet offer similar fun & excitement. Its also cheaper to buy a 2-day pass for both.","Written January 2, 2014",4.0 of 5 bubbles
